Activity,Site_Number,Account_Name,FE,SSO,Lat,Lon,Dup Count,NewLat,NewLon
1-233538147831,805493,MEMORIAL SLOAN KETTERING CANCER CENTER ROCKERFELLER OUTPATIENT PAVILION,Castro,212589148,40.7575768,-73.970062,24,40.75846164,-73.97376758
1-234240774395,805493,MEMORIAL SLOAN KETTERING CANCER CENTER ROCKERFELLER OUTPATIENT PAVILION,Castro,212589148,40.7575768,-73.970062,25,40.75877504,-73.97299435
1-227823319411,805493,MEMORIAL SLOAN KETTERING CANCER CENTER ROCKERFELLER OUTPATIENT PAVILION,Tang,212591122,40.7575768,-73.970062,26,40.75870618,-73.97209944
1-232889933101,805493,MEMORIAL SLOAN KETTERING CANCER CENTER ROCKERFELLER OUTPATIENT PAVILION,Alpha Source_147948,ALPHA_SOURCE_QUEUE,40.7575768,-73.970062,27,40.75851837,-73.97190562
1-225655482968,805493,MEMORIAL SLOAN KETTERING CANCER CENTER ROCKERFELLER OUTPATIENT PAVILION,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7575768,-73.970062,28,40.75838428,-73.97259109
1-227418041694,805493,MEMORIAL SLOAN KETTERING CANCER CENTER ROCKERFELLER OUTPATIENT PAVILION,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7575768,-73.970062,29,40.75842719,-73.97352563
1-232836572727,806160,MRSI MANAGEMENT INC,Rusko,212058138,#N/A,#N/A,0,#N/A,#N/A
1-228921351213,806160,MRSI MANAGEMENT INC,Medrad_131702,Medrad_QUEUE,#N/A,#N/A,1,#N/A,#N/A
1-229052106134,810146,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Tang,212591122,#N/A,#N/A,0,#N/A,#N/A
1-2Z34GFK9,814493,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,0,#N/A,#N/A
1-2Z34GFRV,814493,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,1,#N/A,#N/A
1-2Z34GG3A,814493,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,2,#N/A,#N/A
1-224217443256,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Perez,212000692,#N/A,#N/A,0,#N/A,#N/A
1-224217699531,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Perez,212000692,#N/A,#N/A,1,#N/A,#N/A
1-224218016931,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Perez,212000692,#N/A,#N/A,2,#N/A,#N/A
1-224218903998,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Perez,212000692,#N/A,#N/A,3,#N/A,#N/A
1-228485492001,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Perez,212000692,#N/A,#N/A,4,#N/A,#N/A
1-228485492001,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Perez,212000692,#N/A,#N/A,5,#N/A,#N/A
1-224220218839,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Perez,212000692,#N/A,#N/A,6,#N/A,#N/A
1-229388128659,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,7,#N/A,#N/A
1-231428649371,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,8,#N/A,#N/A
1-233591567403,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,9,#N/A,#N/A
1-229837118652,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,10,#N/A,#N/A
1-229837118652,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,11,#N/A,#N/A
1-232820819535,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,12,#N/A,#N/A
1-232820819535,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,13,#N/A,#N/A
1-232820819535,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,14,#N/A,#N/A
1-250677842721,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Cabezas,212022376,#N/A,#N/A,15,#N/A,#N/A
1-227715398183,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,16,#N/A,#N/A
1-233776868811,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,17,#N/A,#N/A
1-233776868811,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,18,#N/A,#N/A
1-225653636384,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,19,#N/A,#N/A
1-226367033071,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,20,#N/A,#N/A
1-226367033071,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,21,#N/A,#N/A
1-238067299151,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,22,#N/A,#N/A
1-225587394976,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,23,#N/A,#N/A
1-238204862341,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,24,#N/A,#N/A
1-238204862341,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,25,#N/A,#N/A
1-243482564781,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,26,#N/A,#N/A
1-230431333715,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,27,#N/A,#N/A
1-227291404521,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Pieper,212058509,#N/A,#N/A,28,#N/A,#N/A
1-231425102539,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Roche,212362149,#N/A,#N/A,29,#N/A,#N/A
1-230185454871,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Bonello,212462453,#N/A,#N/A,30,#N/A,#N/A
1-229502997081,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,31,#N/A,#N/A
1-226960143921,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,32,#N/A,#N/A
1-226383979731,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,33,#N/A,#N/A
1-226962262251,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,34,#N/A,#N/A
1-239837448881,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,35,#N/A,#N/A
1-233055522321,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,36,#N/A,#N/A
1-230791318649,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,37,#N/A,#N/A
1-227353067111,814494,NEW YORK PRESBYTERIAN HOSPITAL THE ALLEN HOSPITAL,Sheil,212633946,#N/A,#N/A,38,#N/A,#N/A
1-228215901264,824847,EAST RIVER MEDICAL IMAGING PC,Pieper,212058509,#N/A,#N/A,0,#N/A,#N/A
1-244620997361,824847,EAST RIVER MEDICAL IMAGING PC,Richard,212571364,#N/A,#N/A,1,#N/A,#N/A
1-234449144591,824847,EAST RIVER MEDICAL IMAGING PC,DeMaio,212572691,#N/A,#N/A,2,#N/A,#N/A
1-227717940446,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,3,#N/A,#N/A
1-227716942476,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,4,#N/A,#N/A
1-227709799272,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,5,#N/A,#N/A
1-227709799272,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,6,#N/A,#N/A
1-228642862798,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,7,#N/A,#N/A
1-227780076258,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,8,#N/A,#N/A
1-234433754133,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,9,#N/A,#N/A
1-228997634650,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,10,#N/A,#N/A
1-228691507561,824847,EAST RIVER MEDICAL IMAGING PC,Tang,212591122,#N/A,#N/A,11,#N/A,#N/A
1-227769482773,834777,NORTH SHORE MEDICAL GROUP,Selini,212000966,#N/A,#N/A,0,#N/A,#N/A
1-234281046510,835832,MOUNT SINAI BETH ISRAEL,Santos,212021975,40.7342396,-73.9885767,0,40.7344396,-73.9913767
1-225597040221,835832,MOUNT SINAI BETH ISRAEL,Grabias,212605639,40.7342396,-73.9885767,1,40.73434766,-73.99053523
1-223280106573,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Ruocco,212000721,40.7663105,-73.9530193,0,40.7665105,-73.9558193
1-234490931581,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Cabezas,212022376,40.7663105,-73.9530193,1,40.76641856,-73.95497783
1-234606133250,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Cabezas,212022376,40.7663105,-73.9530193,2,40.76622727,-73.95491
1-234606133250,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Cabezas,212022376,40.7663105,-73.9530193,3,40.7661125,-73.95567818
1-229046952857,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Larrow,212044200,40.7663105,-73.9530193,4,40.76617977,-73.9565761
1-228662813112,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Roche,212362149,40.7663105,-73.9530193,5,40.76656723,-73.95677822
1-228689426361,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Bonello,212462453,40.7663105,-73.9530193,6,40.76670253,-73.95609872
1-234490923421,845707,CITIGROUP BIOMEDICAL IMAGING CENTER AT WEILL CORNELL MEDICAL COLLEGE,Bonello,212462453,40.7663105,-73.9530193,7,40.76666128,-73.95516231
1-225967739533,847742,WYCKOFF HEIGHTS HOSPITAL,Guerreiro,212604538,#N/A,#N/A,0,#N/A,#N/A
1-233622583540,883617,LENOX HILL HOSPITAL,Grabias,212605639,40.7640691,-73.9633052,0,40.7642691,-73.9661052
1-229350041391,892521,COLUMBIA UNIVERSITY,Pieper,212058509,40.841311,-73.94067,0,40.841511,-73.94347
1-229122339110,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,0,40.76476,-73.960728
1-232600511756,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,1,40.76466806,-73.95988653
1-234887126795,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,2,40.76447677,-73.9598187
1-230423778401,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,3,40.764362,-73.96058688
1-231477568958,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,4,40.76442927,-73.9614848
1-228960259801,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,5,40.76481673,-73.96168692
1-234487204145,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,6,40.76495203,-73.96100742
1-234487204145,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Ruocco,212000721,40.76456,-73.957928,7,40.76491078,-73.96007101
1-231441422898,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,8,40.7647309,-73.95973864
1-231441422898,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,9,40.76457777,-73.96031588
1-233762891781,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,10,40.76479219,-73.96127202
1-234338147364,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,11,40.76496089,-73.96172799
1-227561372971,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,12,40.76512877,-73.96126457
1-227561372971,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,13,40.76514149,-73.96030783
1-229078255731,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,14,40.76498735,-73.95973739
1-229078255731,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,15,40.76500806,-73.96007771
1-227676578183,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,16,40.76496847,-73.9610159
1-229079574761,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Prantil,212001162,40.76456,-73.957928,17,40.76510497,-73.9616894
1-227662763189,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,18,40.76529206,-73.96147899
1-227662763189,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,19,40.76535774,-73.96057812
1-229055056120,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,20,40.76544162,-73.95981505
1-228536715599,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,21,40.76525045,-73.95989134
1-228536715599,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,22,40.76516001,-73.96073685
1-234135342858,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,23,40.76525343,-73.96157422
1-234135342858,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,24,40.76544484,-73.96163358
1-234135342858,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,25,40.76575824,-73.96086035
1-234135342858,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,26,40.76568938,-73.95996544
1-249759860585,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,27,40.76550157,-73.95977162
1-249759860585,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,28,40.76536748,-73.96045709
1-234901160717,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Pedroso,212001698,40.76456,-73.957928,29,40.76541039,-73.96139163
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,30,40.76579085,-73.96171603
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,31,40.76594295,-73.96113204
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,32,40.76592684,-73.96017657
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,33,40.76575734,-73.95972809
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,34,40.76559029,-73.96019892
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,35,40.76577926,-73.96115618
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,36,40.76593441,-73.96171978
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,37,40.76611308,-73.96137154
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,38,40.76615101,-73.96043163
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,39,40.76601333,-73.9597642
1-227786184591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Burby,212005585,40.76456,-73.957928,40,40.76602661,-73.95998289
1-230163580145,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,41,40.76596253,-73.96088662
1-230583443166,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,42,40.76608,-73.96164452
1-227796399096,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,43,40.76627102,-73.96155977
1-227796399096,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,44,40.76635997,-73.9607103
1-228505826358,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,45,40.76646506,-73.9598771
1-228505826358,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,46,40.76627356,-73.95982621
1-233606180869,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,47,40.76616153,-73.96060443
1-235330050392,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,48,40.76623197,-73.96149625
1-234328275701,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Brecher,212010282,40.76456,-73.957928,49,40.76642012,-73.96168175
1-228313988841,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Martinez,212012112,40.76456,-73.957928,50,40.76675299,-73.96099037
1-234420732591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Martinez,212012112,40.76456,-73.957928,51,40.76670843,-73.96005777
1-234561852081,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Martinez,212012112,40.76456,-73.957928,52,40.7665274,-73.95974137
1-227023211841,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Santos,212021975,40.76456,-73.957928,53,40.76637634,-73.96033207
1-227301899901,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Santos,212021975,40.76456,-73.957928,54,40.76639414,-73.96128679
1-228129339039,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,55,40.76676443,-73.96172776
1-228129339039,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,56,40.76693064,-73.96124955
1-228226286755,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,57,40.76693997,-73.96029184
1-228226286755,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,58,40.76678384,-73.95973513
1-228226286755,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,59,40.76660578,-73.96009126
1-234298483820,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,60,40.76676952,-73.96103281
1-234298483820,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,61,40.76690838,-73.96169412
1-234298483820,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,62,40.7670947,-73.96146718
1-232912341365,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,63,40.76715718,-73.96056064
1-232912341365,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,64,40.76703837,-73.95980797
1-234008543828,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,65,40.76704751,-73.95990117
1-230281687251,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,66,40.76696007,-73.96075455
1-230152870171,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,67,40.76705645,-73.96158352
1-230195841375,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Cabezas,212022376,40.76456,-73.957928,68,40.76724803,-73.96162593
1-234042326491,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Kwakye,212028734,40.76456,-73.957928,69,40.76735868,-73.96084278
1-235296092071,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Kwakye,212028734,40.76456,-73.957928,70,40.76748666,-73.95995411
1-235296092071,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Kwakye,212028734,40.76456,-73.957928,71,40.7672982,-73.95977695
1-235296092071,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Kwakye,212028734,40.76456,-73.957928,72,40.76716655,-73.96047418
1-233465277591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Rijo,212028756,40.76456,-73.957928,73,40.76721276,-73.96140477
1-233465277591,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Rijo,212028756,40.76456,-73.957928,74,40.76739434,-73.96171315
1-235363610131,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Rijo,212028756,40.76456,-73.957928,75,40.76774435,-73.96111578
1-228204858220,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,76,40.76772487,-73.96016189
1-230457989499,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,77,40.7675538,-73.95972848
1-233897829550,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,78,40.76738844,-73.96021402
1-235568232901,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,79,40.76738081,-73.96117211
1-230531978849,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,80,40.76773792,-73.96172189
1-231658765143,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,81,40.76791534,-73.96135789
1-232502279570,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,82,40.76794994,-73.96041477
1-232502279570,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,83,40.76780991,-73.95975964
1-234798029364,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,84,40.767624,-73.95999481
1-234798029364,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,85,40.76776312,-73.96090408
1-229934003675,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,86,40.76788326,-73.96165146
1-229934003675,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,87,40.76807395,-73.96154982
1-226294400005,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,88,40.76815987,-73.9606926
1-229427309030,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,89,40.76806204,-73.95986793
1-229427309030,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,90,40.76807039,-73.959834
1-227772912433,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,91,40.76796113,-73.96062201
1-227545456396,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,92,40.76803471,-73.96150747
1-228579540648,896046,MEMORIAL SLOAN KETTERING CANCER CENTER DISTRIBUTION CENTER,Shalaby,212031503,40.76456,-73.957928,93,40.76822349,-73.96167628
